Date,Open,High,Low,Close,Adj Close,Volume
2019-08-09,218.080002,221.929993,218.080002,221.149994,217.226593,3784000
2019-08-12,220.440002,220.649994,216.369995,217.160004,213.307388,2110300
2019-08-13,220.000000,220.220001,218.039993,219.729996,215.831787,2913300
2019-08-14,218.949997,219.740005,216.380005,216.479996,212.639450,3233700
2019-08-15,216.000000,218.479996,215.669998,218.270004,214.397690,2774100
2019-08-16,219.179993,219.820007,217.300003,218.470001,214.594147,2475900
2019-08-19,219.990005,220.210007,217.110001,218.779999,214.898636,2721100
2019-08-20,218.860001,219.919998,218.350006,218.470001,214.594147,2333800
2019-08-21,219.899994,220.789993,218.729996,220.710007,216.794403,2053200
2019-08-22,220.539993,220.889999,217.880005,219.490005,215.596054,2550600
2019-08-23,219.169998,219.470001,213.889999,214.660004,210.851746,3662300
2019-08-26,216.080002,217.179993,214.210007,216.910004,213.061829,2553100
2019-08-27,217.580002,217.899994,216.050003,216.050003,212.217072,2070000
2019-08-28,216.619995,218.210007,215.399994,218.070007,214.201248,2146100
2019-08-29,219.830002,221.020004,218.369995,220.539993,216.627411,2729800
2019-08-30,219.800003,220.000000,216.940002,217.970001,215.235107,2733700
2019-09-03,217.929993,218.669998,216.279999,217.130005,214.405640,3183100
2019-09-04,217.500000,219.259995,216.500000,218.500000,215.758469,2252200
2019-09-05,220.210007,220.330002,218.399994,219.490005,216.736038,2752100
2019-09-06,219.809998,220.839996,219.449997,220.029999,217.269257,1976500
2019-09-09,220.500000,220.500000,217.160004,217.259995,214.534012,2569600
2019-09-10,215.429993,215.429993,208.279999,209.679993,207.049103,6407600
2019-09-11,209.690002,211.550003,208.539993,210.199997,207.562592,3393300
2019-09-12,211.899994,214.029999,211.300003,212.149994,209.488113,3439100
2019-09-13,212.500000,212.779999,208.949997,209.809998,207.177490,3791800
2019-09-16,209.300003,209.860001,207.330002,207.399994,204.797729,3437700
2019-09-17,208.000000,210.839996,207.490005,209.850006,207.216995,3667900
2019-09-18,210.649994,210.880005,208.289993,210.429993,207.789703,2534800
2019-09-19,210.380005,211.830002,209.869995,210.520004,207.878586,2552000
2019-09-20,210.339996,211.779999,209.369995,209.389999,206.762756,5979300
2019-09-23,209.059998,212.470001,209.059998,211.539993,208.885773,2812100
2019-09-24,212.500000,213.520004,211.550003,212.020004,209.359772,3049800
2019-09-25,212.020004,213.149994,211.000000,212.630005,209.962112,2414500
2019-09-26,214.220001,215.669998,212.479996,212.600006,209.932495,3053100
2019-09-27,213.059998,213.630005,212.289993,213.160004,210.485458,2333200
2019-09-30,213.160004,215.360001,212.809998,214.710007,212.016006,2488000
2019-10-01,211.130005,211.699997,208.460007,209.020004,206.397415,4811900
2019-10-02,207.929993,208.479996,205.589996,206.270004,203.681900,4171400
2019-10-03,206.820007,210.029999,206.330002,210.029999,207.394730,3499900
2019-10-04,210.830002,211.710007,210.039993,211.690002,209.033890,2220300
2019-10-07,211.100006,212.869995,211.100006,211.919998,209.261002,3057000
2019-10-08,210.979996,213.139999,209.970001,211.110001,208.461182,2555900
2019-10-09,211.699997,213.470001,211.619995,212.830002,210.159607,1745900
2019-10-10,211.759995,213.130005,211.500000,211.759995,209.103012,1853100
2019-10-11,213.029999,213.270004,208.669998,209.020004,206.397415,3945700
2019-10-14,208.000000,210.020004,207.789993,208.380005,205.765442,3088000
2019-10-15,209.559998,209.720001,206.520004,207.220001,204.619995,3766800
2019-10-16,207.000000,208.929993,206.809998,208.300003,205.686432,2891400
2019-10-17,208.500000,209.490005,206.839996,206.850006,204.254639,3340500
2019-10-18,206.800003,209.050003,206.729996,208.500000,205.883926,3518800
2019-10-21,209.699997,210.759995,208.440002,209.850006,207.216995,3684200
2019-10-22,205.089996,205.250000,199.149994,199.270004,196.769745,10265400
2019-10-23,200.110001,201.139999,198.020004,199.210007,196.710495,7943700
2019-10-24,199.539993,199.550003,195.789993,196.020004,193.560516,4955600
2019-10-25,196.100006,196.649994,194.399994,194.610001,192.168198,4773100
2019-10-28,194.979996,195.320007,191.500000,191.779999,189.373703,7711400
2019-10-29,192.000000,193.199997,191.639999,192.619995,190.203171,4452000
2019-10-30,193.289993,197.000000,191.679993,196.889999,194.419601,6330400
2019-10-31,197.399994,198.000000,195.630005,196.699997,194.231979,4960600
2019-11-01,197.779999,197.970001,193.699997,193.940002,191.506622,4188800
2019-11-04,190.160004,190.750000,187.550003,188.660004,186.292862,17662100
2019-11-05,189.649994,193.000000,189.449997,192.179993,189.768677,10496000
2019-11-06,193.300003,195.270004,193.050003,194.179993,191.743591,6473500
2019-11-07,195.720001,196.000000,192.320007,193.080002,190.657410,4820200
2019-11-08,194.600006,194.779999,193.220001,193.610001,191.180756,3499400
2019-11-11,193.630005,194.250000,192.500000,192.639999,190.222916,2746700
2019-11-12,193.000000,193.860001,192.770004,193.279999,190.854889,2930600
2019-11-13,193.770004,195.089996,193.509995,195.000000,192.553314,3405000
2019-11-14,195.229996,195.500000,193.160004,194.000000,191.565857,3173900
2019-11-15,194.570007,194.789993,193.309998,193.970001,191.536240,2991300
2019-11-18,194.199997,195.720001,193.860001,194.279999,191.842346,3420300
2019-11-19,194.199997,194.399994,193.009995,193.440002,191.012894,2910500
2019-11-20,193.589996,194.970001,193.539993,194.130005,191.694244,3131300
2019-11-21,194.279999,194.660004,192.259995,192.350006,189.936569,3509500
2019-11-22,193.190002,193.419998,192.149994,193.139999,190.716660,2417700
2019-11-25,193.940002,194.320007,191.600006,191.889999,189.482330,3999600
2019-11-26,192.000000,194.029999,191.949997,194.009995,191.575729,3877200
2019-11-27,194.259995,196.669998,193.919998,196.300003,193.837006,4133000
2019-11-29,196.509995,196.539993,194.270004,194.479996,193.270538,2815500
2019-12-02,195.380005,195.589996,193.779999,195.179993,193.966187,3197500
2019-12-03,194.300003,195.039993,192.350006,193.119995,191.919006,3745300
2019-12-04,193.589996,194.470001,192.889999,194.309998,193.101608,2217200
2019-12-05,194.500000,194.500000,193.139999,194.210007,193.002228,2819600
2019-12-06,194.550003,195.740005,194.110001,195.350006,194.135147,3095100
2019-12-09,195.660004,196.350006,194.289993,194.679993,193.469299,2227500
2019-12-10,194.619995,195.389999,194.279999,194.949997,193.737625,2470100
2019-12-11,195.669998,195.750000,194.259995,194.720001,193.509048,2490300
2019-12-12,195.250000,197.169998,194.910004,196.309998,195.089157,3024700
2019-12-13,196.039993,197.330002,195.339996,197.119995,195.894119,2077900
2019-12-16,197.589996,198.160004,196.479996,197.880005,196.649414,3650100
2019-12-17,197.600006,198.720001,196.449997,196.520004,195.297867,3338200
2019-12-18,196.600006,196.789993,194.710007,195.630005,194.413406,4287700
2019-12-19,195.460007,197.179993,195.250000,197.059998,195.834503,3345700
2019-12-20,198.550003,199.000000,196.649994,197.139999,195.914001,6415500
2019-12-23,197.539993,197.539993,196.029999,196.199997,194.979843,2388900
2019-12-24,195.929993,197.139999,195.669998,196.669998,195.446930,1152500
2019-12-26,196.610001,197.160004,196.160004,197.059998,195.834503,1809600
2019-12-27,197.330002,198.470001,197.179993,198.169998,196.937592,2263900
2019-12-30,197.580002,197.800003,195.940002,196.910004,195.685440,2242400
2019-12-31,196.800003,197.949997,196.559998,197.610001,196.381088,2278700
2020-01-02,198.000000,200.800003,197.809998,200.789993,199.541306,3554200
2020-01-03,199.389999,200.550003,198.850006,200.080002,198.835724,2767600
2020-01-06,199.600006,202.770004,199.350006,202.330002,201.071732,4660400
2020-01-07,201.869995,202.679993,200.509995,202.630005,201.369873,4047400
2020-01-08,202.619995,206.690002,202.199997,205.910004,204.629471,5284200
2020-01-09,206.860001,209.369995,206.100006,208.350006,207.054291,5971600
2020-01-10,208.440002,208.949997,207.270004,207.270004,205.981018,2336400
2020-01-13,207.380005,207.779999,205.759995,206.509995,205.225723,2784200
2020-01-14,205.460007,207.649994,205.460007,207.320007,206.030701,2622700
2020-01-15,207.320007,210.350006,207.320007,209.770004,208.465469,3369400
2020-01-16,210.110001,211.110001,209.220001,210.850006,209.538742,2726700
2020-01-17,211.419998,212.770004,211.350006,211.979996,210.661713,3540400
2020-01-21,211.369995,212.259995,210.220001,211.160004,209.846817,4100500
2020-01-22,213.160004,213.660004,211.410004,211.440002,210.125076,2757400
2020-01-23,210.539993,213.500000,208.619995,213.419998,212.092758,3378200
2020-01-24,214.179993,214.179993,210.899994,211.240005,209.926315,3106300
2020-01-27,207.839996,210.610001,207.300003,209.339996,208.038132,3389300
2020-01-28,209.889999,212.210007,209.860001,210.389999,209.081604,3855200
2020-01-29,211.690002,216.419998,210.800003,214.440002,213.106415,5734800
2020-01-30,214.000000,216.740005,212.830002,216.179993,214.835587,3560700
2020-01-31,215.520004,217.100006,213.139999,213.970001,212.639343,3920800
2020-02-03,214.990005,216.880005,214.229996,215.179993,213.841812,3539200
2020-02-04,216.110001,216.690002,214.250000,214.619995,213.285294,3367900
2020-02-05,215.639999,215.779999,213.009995,214.369995,213.036850,2911400
2020-02-06,214.720001,214.820007,212.639999,212.869995,211.546173,2903300
2020-02-07,212.559998,212.839996,211.089996,211.610001,210.294022,2421600
2020-02-10,211.339996,213.279999,211.250000,213.210007,211.884079,2318800
2020-02-11,214.000000,215.860001,213.649994,215.729996,214.388397,2694500
2020-02-12,216.000000,217.470001,215.110001,217.460007,216.107635,2844900
2020-02-13,216.710007,218.389999,216.190002,217.419998,216.067886,2853400
2020-02-14,217.500000,217.839996,216.380005,217.089996,215.739929,1720400
2020-02-18,215.919998,217.039993,215.669998,216.149994,214.805771,2712600
2020-02-19,216.809998,216.919998,215.610001,215.630005,214.289017,2229500
2020-02-20,216.149994,216.649994,212.779999,215.080002,213.742432,2869400
2020-02-21,215.240005,216.369995,214.300003,215.869995,214.527512,2791200
2020-02-24,210.580002,215.179993,210.110001,213.520004,212.192139,4218800
2020-02-25,214.580002,216.830002,211.149994,212.100006,210.780975,5053700
2020-02-26,212.889999,214.559998,209.750000,210.100006,208.793411,4190800
2020-02-27,207.699997,210.000000,200.929993,201.000000,199.750000,6406200
2020-02-28,196.000000,198.440002,188.809998,194.169998,194.169998,11377800
2020-03-02,193.809998,202.550003,193.179993,202.550003,202.550003,6154200
2020-03-03,202.000000,205.669998,197.160004,199.509995,199.509995,5115200
2020-03-04,201.929993,207.160004,200.899994,207.020004,207.020004,4260400
2020-03-05,202.639999,203.910004,196.330002,198.320007,198.320007,4107200
2020-03-06,192.899994,199.580002,191.210007,198.860001,198.860001,6360100
2020-03-09,187.669998,194.470001,184.100006,186.860001,186.860001,7788500
2020-03-10,190.949997,200.000000,187.889999,199.860001,199.860001,5835200
2020-03-11,192.940002,195.740005,185.830002,188.250000,188.250000,5625100
2020-03-12,174.779999,179.839996,169.380005,170.130005,170.130005,9079300
2020-03-13,178.259995,179.470001,168.199997,177.130005,177.130005,8042600
2020-03-16,157.100006,161.919998,147.630005,149.009995,149.009995,9341300
2020-03-17,148.020004,149.479996,135.000000,147.619995,147.619995,13708200
2020-03-18,137.500000,141.710007,124.230003,137.300003,137.300003,12627600
2020-03-19,135.199997,154.839996,128.210007,149.500000,149.500000,12773400
2020-03-20,153.589996,161.539993,147.770004,148.490005,148.490005,12000000
2020-03-23,142.949997,153.210007,136.500000,137.100006,137.100006,10660400
2020-03-24,149.000000,162.979996,146.100006,161.949997,161.949997,11678400
2020-03-25,165.000000,171.360001,159.220001,162.979996,162.979996,9708700
2020-03-26,163.990005,170.929993,161.000000,167.350006,167.350006,8259900
2020-03-27,162.779999,169.740005,159.220001,164.009995,164.009995,6441400
2020-03-30,164.919998,170.309998,163.570007,168.130005,168.130005,5621700
2020-03-31,166.839996,169.509995,165.000000,165.350006,165.350006,4519900
2020-04-01,160.220001,161.440002,156.350006,158.169998,158.169998,4668900
2020-04-02,155.000000,161.949997,155.000000,161.500000,161.500000,4803200
2020-04-03,160.309998,162.229996,156.149994,160.330002,160.330002,5050400
2020-04-06,169.199997,177.869995,168.240005,177.039993,177.039993,8330900
2020-04-07,184.529999,185.190002,175.160004,175.589996,175.589996,7848300
2020-04-08,175.009995,179.419998,174.100006,177.490005,177.490005,5665700
2020-04-09,180.729996,185.460007,179.619995,183.699997,183.699997,4901900
2020-04-13,182.679993,182.850006,176.910004,180.119995,180.119995,3182500
2020-04-14,183.750000,184.490005,181.839996,183.990005,183.990005,3863800
2020-04-15,178.740005,180.970001,177.270004,177.839996,177.839996,4961500
2020-04-16,177.000000,179.910004,172.270004,179.500000,179.500000,7120800
2020-04-17,182.320007,186.809998,180.229996,186.100006,186.100006,6467600
2020-04-20,184.449997,185.779999,181.550003,181.649994,181.649994,3856500
2020-04-21,177.369995,179.389999,176.100006,177.580002,177.580002,4758300
2020-04-22,180.750000,187.729996,180.750000,186.479996,186.479996,4245900
2020-04-23,186.160004,187.330002,181.320007,182.039993,182.039993,5050100
2020-04-24,183.259995,184.350006,180.860001,184.020004,184.020004,3319600
2020-04-27,185.149994,188.369995,184.770004,185.889999,185.889999,4048200
2020-04-28,190.000000,190.000000,185.570007,185.929993,185.929993,3805000
2020-04-29,188.529999,190.410004,186.880005,187.820007,187.820007,3465200
2020-04-30,182.000000,188.309998,180.759995,187.559998,187.559998,7127200
2020-05-01,184.000000,185.539993,182.149994,182.660004,182.660004,3764100
